Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
798,Matt Tennyson,24,SJS,D,27,2,6,8,0,16,1,1,0,0,4,1,1,37,5.4,474,17:34
799,Teuvo Teravainen,20,CHI,LW,34,4,5,9,4,2,4,0,0,1,4,1,0,66,6.1,435,12:47
800,Chris Terry,25,CAR,LW,57,11,9,20,-4,14,8,3,0,0,8,1,0,71,15.5,725,12:43
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
801,Christian Thomas,22,MTL,LW,18,1,0,1,-2,7,1,0,0,0,0,0,0,26,3.8,164,9:06
802,Nate Thompson,30,ANA,C,80,5,13,18,0,39,4,0,1,3,13,0,0,87,5.7,1066,13:19
803,Chris Thorburn,31,WPG,RW,81,7,7,14,-5,76,7,0,0,2,7,0,0,67,10.4,655,8:05
804,Joe Thornton,35,SJS,C,78,16,49,65,-4,30,12,4,0,0,31,18,0,131,12.2,1437,18:25
805,Shawn Thornton,37,FLA,LW,46,1,4,5,-13,50,1,0,0,0,4,0,0,53,1.9,441,9:35
806,Chris Tierney,20,SJS,C,43,6,15,21,3,6,5,1,0,1,12,3,0,48,12.5,527,12:15
807,Kimmo Timonen,39,CHI,D,16,0,0,0,-3,2,0,0,0,0,0,0,0,10,0.0,192,11:59
808,Jarred Tinordi,22,MTL,D,13,0,2,2,-5,19,0,0,0,0,2,0,0,5,0.0,157,12:04
809,Jiri Tlusty,26,TOT,LW,72,14,17,31,-18,20,8,6,0,0,13,4,0,123,11.4,1154,16:01
810,Jonathan Toews,26,CHI,C,81,28,38,66,30,36,20,6,2,7,26,11,1,192,14.6,1585,19:34
811,Tyler Toffoli,22,LAK,C,76,23,26,49,25,37,15,3,5,3,23,2,1,200,11.5,1109,14:35
812,Jordin Tootoo,31,NJD,RW,68,10,5,15,1,72,9,1,0,1,5,0,0,75,13.3,711,10:27
813,Vincent Trocheck,21,FLA,C,50,7,15,22,9,24,6,1,0,0,15,0,0,89,7.9,700,14:00
814,Corey Tropp,25,CBJ,RW,61,1,7,8,-14,76,1,0,0,0,7,0,0,22,4.5,534,8:45
815,Zach Trotman,24,BOS,D,27,1,4,5,-2,0,1,0,0,1,4,0,0,46,2.2,443,16:24
816,Jacob Trouba,20,WPG,D,65,7,15,22,2,46,6,1,0,0,10,5,0,133,5.3,1516,23:19
817,Kyle Turris,25,OTT,C,82,24,40,64,5,36,19,4,1,6,28,12,0,215,11.2,1576,19:13
818,Dana Tyrell,25,CBJ,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,6:56
819,Fedor Tyutin,31,CBJ,D,67,3,12,15,8,40,3,0,0,0,9,1,2,56,5.4,1335,19:55
820,Dominik Uher,22,PIT,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,6:28
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
821,R.J. Umberger,32,PHI,LW,67,9,6,15,-9,19,7,2,0,0,6,0,0,96,9.4,926,13:49
822,Scottie Upshall,31,FLA,LW,63,8,7,15,-8,28,8,0,0,2,6,1,0,93,8.6,799,12:41
823,David Van Der Gulik,31,LAK,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5,5:15
824,James van Riemsdyk,25,TOR,LW,82,27,29,56,-33,43,17,9,1,4,19,10,0,248,10.9,1565,19:05
825,Trevor van Riemsdyk,23,CHI,D,18,0,1,1,0,2,0,0,0,0,1,0,0,21,0.0,244,13:32
826,Chris VandeVelde,27,PHI,C,72,9,6,15,-6,28,9,0,0,0,6,0,0,70,12.9,845,11:44
827,Thomas Vanek,31,MIN,LW,80,21,31,52,-6,37,16,5,0,2,19,12,0,171,12.3,1297,16:13
828,Philip Varone,24,BUF,C,28,3,2,5,-14,10,3,0,0,0,2,0,0,28,10.7,376,13:27
829,Sami Vatanen,23,ANA,D,67,12,25,37,5,36,4,7,1,1,15,10,0,122,9.8,1438,21:28
830,Stephane Veilleux,33,MIN,LW,12,1,1,2,0,10,1,0,0,1,1,0,0,9,11.1,92,7:42
831,Antoine Vermette,32,TOT,C,82,13,25,38,-25,40,7,6,0,1,17,8,0,109,11.9,1463,17:51
832,Kris Versteeg,28,CHI,LW,61,14,20,34,11,35,12,2,0,1,17,3,0,134,10.4,967,15:51
833,Linden Vey,23,VAN,RW,75,10,14,24,-3,18,6,4,0,2,12,2,0,61,16.4,988,13:10
834,Tomas Vincour,24,COL,C,7,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,50,7:10
835,Lubomir Visnovsky,38,NYI,D,53,5,15,20,-3,8,3,2,0,1,12,3,0,85,5.9,1035,19:32
836,Joe Vitale,29,ARI,C,70,3,6,9,-11,36,3,0,0,0,6,0,0,55,5.5,786,11:14
837,Marc-Edouard Vlasic,27,SJS,D,70,9,14,23,12,23,9,0,0,3,11,3,0,98,9.2,1548,22:07
838,Anton Volchenkov,32,NSH,D,46,0,7,7,4,14,0,0,0,0,7,0,0,35,0.0,606,13:11
839,Aaron Volpatti,29,WSH,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,9:37
840,Jakub Voracek,25,PHI,RW,82,22,59,81,1,78,11,11,0,3,37,22,0,221,10.0,1525,18:36
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
841,Slava Voynov,25,LAK,D,6,0,2,2,0,2,0,0,0,0,0,1,1,5,0.0,139,23:11
842,Radim Vrbata,33,VAN,RW,79,31,32,63,6,20,19,12,0,7,21,11,0,267,11.6,1312,16:37
843,Chris Wagner,23,ANA,RW,9,0,0,0,-2,2,0,0,0,0,0,0,0,7,0.0,79,8:47
844,Joel Ward,34,WSH,RW,82,19,15,34,-4,30,13,6,0,4,10,5,0,138,13.8,1383,16:52
845,David Warsofsky,24,BOS,D,4,0,1,1,1,0,0,0,0,0,1,0,0,7,0.0,71,17:46
846,Mike Weaver,36,MTL,D,31,0,4,4,0,6,0,0,0,0,4,0,0,8,0.0,439,14:10
847,Mike Weber,27,BUF,D,64,1,6,7,-22,68,1,0,0,0,5,0,1,41,2.4,1200,18:45
848,Shea Weber,29,NSH,D,78,15,30,45,15,72,9,5,1,2,20,10,0,237,6.3,2057,26:22
849,Yannick Weber,26,VAN,D,65,11,10,21,4,30,6,5,0,1,7,3,0,117,9.4,1117,17:11
850,Dale Weise,26,MTL,RW,79,10,19,29,21,34,10,0,0,1,19,0,0,91,11.0,962,12:11
851,Stephen Weiss,31,DET,C,52,9,16,25,-2,16,6,3,0,1,10,6,0,52,17.3,590,11:21
852,Alexander Wennberg,20,CBJ,C,68,4,16,20,-19,22,3,1,0,0,13,3,0,85,4.7,1062,15:37
853,Blake Wheeler,28,WPG,RW,79,26,35,61,26,73,20,2,4,6,24,10,1,244,10.7,1553,19:40
854,Ryan White,26,PHI,C,34,6,6,12,4,30,6,0,0,1,5,0,1,45,13.3,399,11:43
855,Joe Whitney,26,NJD,RW,4,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,28,6:53
856,Dennis Wideman,31,CGY,D,80,15,41,56,6,34,9,6,0,2,26,15,0,173,8.7,1971,24:39
857,Patrick Wiercioch,24,OTT,D,56,3,10,13,3,28,2,1,0,2,6,4,0,79,3.8,1011,18:03
858,Justin Williams,33,LAK,RW,81,18,23,41,8,29,14,4,0,2,14,9,0,174,10.3,1281,15:49
859,Colin Wilson,25,NSH,C,77,20,22,42,19,22,17,3,0,5,18,4,0,172,11.6,1248,16:13
860,Garrett Wilson,23,FLA,LW,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,18,8:51
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
861,Ryan Wilson,27,COL,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,34,11:12
862,Scott Wilson,22,PIT,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4:21
863,Tom Wilson,20,WSH,RW,67,4,13,17,-1,172,4,0,0,0,13,0,0,79,5.1,733,10:56
864,Tommy Wingels,26,SJS,C,75,15,21,36,-7,40,10,4,1,1,15,6,0,158,9.5,1235,16:28
865,Daniel Winnik,29,TOT,C,79,9,25,34,23,27,9,0,0,1,24,0,1,97,9.3,1315,16:39
866,James Wisniewski,30,TOT,D,69,8,26,34,-13,44,1,7,0,2,18,8,0,147,5.4,1462,21:11
867,Luke Witkowski,24,TBL,D,16,0,0,0,0,15,0,0,0,0,0,0,0,10,0.0,243,15:11
868,David Wolf,25,CGY,LW,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,28,9:23
869,Brendan Woods,22,CAR,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,12,6:02
870,Tyler Wotherspoon,21,CGY,D,1,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,20,20:19
871,Bogdan Yakimov,20,EDM,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,11,11:19
872,Nail Yakupov,21,EDM,RW,81,14,19,33,-35,18,9,5,0,1,14,5,0,191,7.3,1251,15:27
873,Keith Yandle,28,TOT,D,84,6,46,52,-26,40,4,2,0,2,19,27,0,232,2.6,1925,22:55
874,Nikita Zadorov,19,BUF,D,60,3,12,15,-10,51,1,2,0,1,9,3,0,52,5.8,1062,17:42
875,Travis Zajac,29,NJD,C,74,11,14,25,-3,29,5,4,2,0,11,3,0,112,9.8,1411,19:04
876,Henrik Zetterberg,34,DET,LW,77,17,49,66,-6,32,13,4,0,3,25,24,0,227,7.5,1472,19:07
877,Mika Zibanejad,21,OTT,C,80,20,26,46,0,20,16,4,0,0,16,10,0,150,13.3,1315,16:26
878,Marek Zidlicky,37,TOT,D,84,7,27,34,-9,56,1,6,0,1,13,14,0,130,5.4,1760,20:57
879,Harry Zolnierczyk,27,NYI,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,11:08
880,Dainius Zubrus,36,NJD,C,74,4,6,10,-9,42,4,0,0,1,4,1,1,72,5.6,1085,14:40
,,Scoring,,,Goals,Assists,,,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
881,Mats Zuccarello,27,NYR,LW,78,15,34,49,17,45,15,0,0,3,28,6,0,154,9.7,1346,17:16
882,Jason Zucker,23,MIN,LW,51,21,5,26,-9,18,19,1,1,3,5,0,0,124,16.9,768,15:04
